id_municipio,municipio_nome,ida,endereco,cep,municipio_sede,tel_1,tel_2,fax_1,fax_2,email,unidaderegional,diretor,url
3543501,Riversul,Unidade de Defesa Agropecuária de Riversul,"Rua Adão Batista, 36",18470000,Riversul,(15) 3571-1133,,,,ca.riversul@cati.sp.gov.br,Escritório de Defesa Agropecuária de Itapeva,Med. Vet. César Augusto Martins Moura,//www.defesa.agricultura.sp.gov.br/enderecos/riversul/
3544251,Rosana,Unidade de Defesa Agropecuária de Rosana,"Rua do Estádio, 201",19274000,Rosana,(18) 3286-1138,,,,,Escritório de Defesa Agropecuária de Presidente Venceslau,Eng. Agr. Adalberto Lanziani,//www.defesa.agricultura.sp.gov.br/enderecos/rosana/
3544301,Roseira,Escritório de Defesa Agropecuária de Guaratinguetá,"Avenida Ariberto Pereira da Cunha, 310",12516410,Guaratinguetá,(12) 3125-3010,,(12) 3125-1680,,eda.guara@sp.gov.br,Escritório de Defesa Agropecuária de Guaratinguetá,Med. Vet. Ana Paula Cunha Belchior,//www.defesa.agricultura.sp.gov.br/enderecos/roseira/
3544400,Rubiácea,Escritório de Defesa Agropecuária de Araçatuba,"Rua Barão do Triunfo, 403",16050230,Araçatuba,(18) 3624-5264,,(18) 3623-9017,,eda.aracatuba@sp.gov.br,Escritório de Defesa Agropecuária de Araçatuba,Eng. Agr. Marco Antonio Basseto,//www.defesa.agricultura.sp.gov.br/enderecos/rubiacea/
3544509,Rubinéia,Inspetoria de Defesa Agropecuária de Santa Fé do Sul,"Avenida Navarro de Andrade, 59",15775000,Santa Fé do Sul,(17) 3631-5509,,(17) 3631-5509,,ida.santafedosul@cda.sp.gov.br,Escritório de Defesa Agropecuária de Jales,Eng. Agr. Jamil Atihe Junior,//www.defesa.agricultura.sp.gov.br/enderecos/rubineia/
3544608,Sabino,Escritório de Defesa Agropecuária de Lins,"Avenida Tiradentes, 340",16400050,Lins,(14) 3522-2933,,(14) 3522-2470,,eda.lins@sp.gov.br,Escritório de Defesa Agropecuária de Lins,Med. Vet. Leopoldo Guilherme Fernandes Rodrigues Arruda,//www.defesa.agricultura.sp.gov.br/enderecos/sabino/
3544707,Sagres,Inspetoria de Defesa Agropecuária de Osvaldo Cruz,"Avenida Felipe Carmona, 685",17700000,Osvaldo Cruz,(18) 3528-1919,,(18) 3528-1919,,ida.osvaldocruz@.cda.sp.gov.br,Escritório de Defesa Agropecuária de Tupã,Med. Vet. José de Barros Vieira,//www.defesa.agricultura.sp.gov.br/enderecos/sagres/
3544806,Sales,Inspetoria de Defesa Agropecuária de Novo Horizonte,"Rua Bernardino Guerra, 37",14960000,Novo Horizonte,(17) 3542-1076,,(17) 3542-1076,,ida.nhorizonte@cda.sp.gov.br,Escritório de Defesa Agropecuária de Catanduva,Eng. Agr. Alexandre Paloschi,//www.defesa.agricultura.sp.gov.br/enderecos/sales/
3544905,Sales Oliveira,Escritório de Defesa Agropecuária de Orlândia,"Rua 8, 946",14620000,Orlândia,(16) 3826 2190,,,,eda.orlandia@sp.gov.br,Escritório de Defesa Agropecuária de Orlândia,Med. Vet. Matheus Braga Martins,//www.defesa.agricultura.sp.gov.br/enderecos/sales-oliveira/
3545001,Salesópolis,Unidade de Defesa Agropecuária de Salesópolis,"Rua Alferes José Luiz de Carvalho, 550",08970000,Salesópolis,(11) 46961366,,,,eda.mogi@cda.sp.gov.br,Escritório de Defesa Agropecuária de Mogi das Cruzes,Eng. Agr. Clovis Assuncao dos Santos,//www.defesa.agricultura.sp.gov.br/enderecos/salesopolis/
3545100,Salmourão,Inspetoria de Defesa Agropecuária de Osvaldo Cruz,"Avenida Felipe Carmona, 685",17700000,Osvaldo Cruz,(18) 3528-1919,,(18) 3528-1919,,ida.osvaldocruz@.cda.sp.gov.br,Escritório de Defesa Agropecuária de Tupã,Med. Vet. José de Barros Vieira,//www.defesa.agricultura.sp.gov.br/enderecos/salmourao/
3545159,Saltinho,Escritório de Defesa Agropecuária de Piracicaba,"Rua Campos Sales, 507",13400200,Piracicaba,(19) 3433-5309,,(19) 3422-6475,,eda.piracicaba@sp.gov.br,Escritório de Defesa Agropecuária de Piracicaba,Eng. Agr. Rui Marcos Lopes Correa,//www.defesa.agricultura.sp.gov.br/enderecos/saltinho/
3545209,Salto,Inspetoria de Defesa Agropecuária de Itu,"Avenida Prudente de Moraes, 509",13309050,Itu,(11) 4024-3462,,(11) 4024-5358,,,Escritório de Defesa Agropecuária de Sorocaba,Eng. Agr. Fabricio Sales Massafera Tristão,//www.defesa.agricultura.sp.gov.br/enderecos/salto/
3545308,Salto de Pirapora,Escritório de Defesa Agropecuária de Sorocaba,"Rua Gustavo Teixeira, 382",18040323,Sorocaba,(15) 3222-1423,,(15) 3217-9889,,eda.sorocaba@sp.gov.br,Escritório de Defesa Agropecuária de Sorocaba,Eng. Agr. Fabricio Sales Massafera Tristão,//www.defesa.agricultura.sp.gov.br/enderecos/salto-de-pirapora/
3545407,Salto Grande,Unidade de Defesa Agropecuária de Salto Grande,"Avenida Rangel Pestana, 745",19920000,Salto Grande,(14) 3378-1808,,,,,Escritório de Defesa Agropecuária de Ourinhos,Med. Vet. José de Barros Vieira,//www.defesa.agricultura.sp.gov.br/enderecos/salto-grande/
3545506,Sandovalina,Escritório de Defesa Agropecuária de Presidente Prudente,"Avenida Cel. José José Soares Marcondes, 2395",19013050,Presidente Prudente,(18) 3916-2198,,(18) 3916-2074,,eda.pprudente@sp.gov.br,Escritório de Defesa Agropecuária de Presidente Prudente,Eng. Agr. Adalberto Lanziani,//www.defesa.agricultura.sp.gov.br/enderecos/sandovalina/
3545605,Santa Adélia,Escritório de Defesa Agropecuária de Catanduva,"Rua Tanabi, 96",15803060,Catanduva,(17) 35221996,,,,eda.catanduva@sp.gov.br,Escritório de Defesa Agropecuária de Catanduva,Eng. Agr. Alexandre Paloschi,//www.defesa.agricultura.sp.gov.br/enderecos/santa-adelia/
3545704,Santa Albertina,Unidade de Defesa Agropecuária de Santa Albertina,"Avenida Francisco Shimidt, 740",15750000,Santa Albertina,(17) 3633-1248,,,,,Escritório de Defesa Agropecuária de Jales,Eng. Agr. Jamil Atihe Junior,//www.defesa.agricultura.sp.gov.br/enderecos/santa-albertina/
3545803,Santa Bárbara d'Oeste,Unidade de Defesa Agropecuária de Santa Bárbara d'Oeste,,,Santa Bárbara d'Oeste,,,,,,Escritório de Defesa Agropecuária de Piracicaba,Eng. Agr. Rui Marcos Lopes Correa,//www.defesa.agricultura.sp.gov.br/enderecos/santa-barbara-doeste/
3546009,Santa Branca,Inspetoria de Defesa Agropecuária de São Bento do Sapucaí,"Avenida Conselheiro Rodrigues Alves, 273",12490000,São Bento do Sapucaí,(12) 3971-1316,,(12) 3971-1316,,eda.pinda@cda.sp.gov.br,Escritório de Defesa Agropecuária de Pindamonhangaba,Eng. Agr. Carlos Roberto Cainelli de Oliveira,//www.defesa.agricultura.sp.gov.br/enderecos/santa-branca/
3546108,Santa Clara d'Oeste,Unidade de Defesa Agropecuária de Santa Clara d'Oeste,"Avenida Giacondo Giovani Gazzato, 48",15785000,Santa Clara d'Oeste,,,,,,Escritório de Defesa Agropecuária de Jales,Eng. Agr. Jamil Atihe Junior,//www.defesa.agricultura.sp.gov.br/enderecos/santa-clara-doeste/
3546207,Santa Cruz da Conceição,Escritório de Defesa Agropecuária de Limeira,"Rua Fábio Franco de Oliveira, 147",13484514,Limeira,(19) 3441-2514,,(19) 3441-2249,,eda.limeira@sp.gov.br,Escritório de Defesa Agropecuária de Limeira,Eng. Agr. Antonio Carlos Junqueira do Val Filho,//www.defesa.agricultura.sp.gov.br/enderecos/santa-cruz-da-conceicao/
3546256,Santa Cruz da Esperança,Inspetoria de Defesa Agropecuária de Cajuru,"Rua Major Palma, 317",14240000,Cajuru,(16) 3667-1371,,,,ca.cajuru@cati.sp.gov.br,Escritório de Defesa Agropecuária de Ribeirão Preto,Med. Vet. Paulo Antonio Fadil,//www.defesa.agricultura.sp.gov.br/enderecos/santa-cruz-da-esperanca/
3546306,Santa Cruz das Palmeiras,Inspetoria de Defesa Agropecuária de Casa Branca,"Rua Praça Honório Sillos, 13",13700000,Casa Branca,(19) 3671-3310,,(19) 3671-3310,,ida.casabranca@cda.sp.gov.br,Escritório de Defesa Agropecuária de São João da Boa Vista,Eng. Agr. Rogério Marçal Rocha Oliveira,//www.defesa.agricultura.sp.gov.br/enderecos/santa-cruz-das-palmeiras/
3546405,Santa Cruz do Rio Pardo,Inspetoria de Defesa Agropecuária de Santa Cruz do Rio Pardo,"Rua Conselheiro Saraiva, 379",18900000,Santa Cruz do Rio Pardo,(14) 3372-1291,,(14) 3372-1291,,ida.scrpardo@cda.sp.gov.br,Escritório de Defesa Agropecuária de Ourinhos,Med. Vet. José de Barros Vieira,//www.defesa.agricultura.sp.gov.br/enderecos/santa-cruz-do-rio-pardo/
3546504,Santa Ernestina,Inspetoria de Defesa Agropecuária de Taquaritinga,"Praça 1º de Maio, s/n",15900000,Taquaritinga,(16) 3253-3377,,(16) 3253-3377,,ida.taquaritinga@cda.sp.gov.br,Escritório de Defesa Agropecuária de Jaboticabal,Eng. Agr. Gustavo Bissolli,//www.defesa.agricultura.sp.gov.br/enderecos/santa-ernestina/
3546603,Santa Fé do Sul,Inspetoria de Defesa Agropecuária de Santa Fé do Sul,"Avenida Navarro de Andrade, 59",15775000,Santa Fé do Sul,(17) 3631-5509,,(17) 3631-5509,,ida.santafedosul@cda.sp.gov.br,Escritório de Defesa Agropecuária de Jales,Eng. Agr. Jamil Atihe Junior,//www.defesa.agricultura.sp.gov.br/enderecos/santa-fe-do-sul/
3546702,Santa Gertrudes,Inspetoria de Defesa Agropecuária de Rio Claro,"Avenida 40-A, 10",13506630,Rio Claro,(19) 3524-8584,,,,ida.rioclaro@cda.sp.gov.br,Escritório de Defesa Agropecuária de Limeira,Eng. Agr. Antonio Carlos Junqueira do Val Filho,//www.defesa.agricultura.sp.gov.br/enderecos/santa-gertrudes/
3546801,Santa Isabel,Inspetoria de Defesa Agropecuária de Santa Isabel,"Rua Leopoldo da Cunha Lima, 157",7500000,Santa Isabel,,,,,eda.mogi@cda.sp.gov.br,Escritório de Defesa Agropecuária de Mogi das Cruzes,Eng. Agr. Clovis Assuncao dos Santos,//www.defesa.agricultura.sp.gov.br/enderecos/santa-isabel/
3546900,Santa Lúcia,Escritório de Defesa Agropecuária de Araraquara,"Rua 13 de Maio, 1352",14810088,Araraquara,(16) 3333-1073,3333-1074,(16) 3333-1073,,eda.araraquara@sp.gov.br,Escritório de Defesa Agropecuária de Araraquara,Med. Vet. Artur Luiz de Almeida Felicio,//www.defesa.agricultura.sp.gov.br/enderecos/santa-lucia/
3547007,Santa Maria da Serra,Inspetoria de Defesa Agropecuária de São Pedro,"Rua Malaquias Guerra, 900",13520000,São Pedro,(19) 3481-1151,,,,,Escritório de Defesa Agropecuária de Piracicaba,Eng. Agr. Rui Marcos Lopes Correa,//www.defesa.agricultura.sp.gov.br/enderecos/santa-maria-da-serra/
3547106,Santa Mercedes,Escritório de Defesa Agropecuária de Dracena,"Avenida Brasil, 978",17900000,Dracena,(18) 3822-2478,,(18) 3822-2478,3822-3651,eda.dracena@sp.gov.br,Escritório de Defesa Agropecuária de Dracena,Eng. Agr. Leonardo da Cruz Oliveira Junior,//www.defesa.agricultura.sp.gov.br/enderecos/santa-mercedes/
3547502,Santa Rita do Passa Quatro,Unidade de Defesa Agropecuária de Santa Rita do Passa Quatro,"Rua José Bonifacio, 23",13670000,Santa Rita do Passa Quatro,(19) 3582-2713,,,,ca.santaritapassaquatro@cati.sp.gov,Escritório de Defesa Agropecuária de Ribeirão Preto,Med. Vet. Paulo Antonio Fadil,//www.defesa.agricultura.sp.gov.br/enderecos/santa-rita-do-passa-quatro/
3547403,Santa Rita d'Oeste,Inspetoria de Defesa Agropecuária de Santa Fé do Sul,"Avenida Navarro de Andrade, 59",15775000,Santa Fé do Sul,(17) 3631-5509,,(17) 3631-5509,,ida.santafedosul@cda.sp.gov.br,Escritório de Defesa Agropecuária de Jales,Eng. Agr. Jamil Atihe Junior,//www.defesa.agricultura.sp.gov.br/enderecos/santa-rita-doeste/
3547601,Santa Rosa de Viterbo,Unidade de Defesa Agropecuária de Santa Rosa de Viterbo,"Avenida Presidente Vargas, 01",14270000,Santa Rosa de Viterbo,(16) 3954-1698,,,,ca.santarosadeviterbo@cati.sp.gov.b,Escritório de Defesa Agropecuária de Ribeirão Preto,Med. Vet. Paulo Antonio Fadil,//www.defesa.agricultura.sp.gov.br/enderecos/santa-rosa-de-viterbo/
3547650,Santa Salete,Unidade de Defesa Agropecuária de Urânia,Avenida Presidente Kennedy,15760000,Urânia,(17) 3634-3080,,,,,Escritório de Defesa Agropecuária de Jales,Eng. Agr. Jamil Atihe Junior,//www.defesa.agricultura.sp.gov.br/enderecos/santa-salete/
3547205,Santana da Ponte Pensa,Inspetoria de Defesa Agropecuária de Santa Fé do Sul,"Avenida Navarro de Andrade, 59",15775000,Santa Fé do Sul,(17) 3631-5509,,(17) 3631-5509,,ida.santafedosul@cda.sp.gov.br,Escritório de Defesa Agropecuária de Jales,Eng. Agr. Jamil Atihe Junior,//www.defesa.agricultura.sp.gov.br/enderecos/santana-da-ponte-pensa/
3547304,Santana de Parnaíba,Escritório de Defesa Agropecuária de São Paulo,"Praça Ramos de Azevedo, 254 - 6º andar",01037912,São Paulo,(11) 5067-0175,5067-0230,,,eda.sp@sp.gov.br,Escritório de Defesa Agropecuária de São Paulo,Eng. Agr. Claudio Tetsuo Utida,//www.defesa.agricultura.sp.gov.br/enderecos/santana-de-parnaiba/
3547700,Santo Anastácio,Unidade de Defesa Agropecuária de Santo Anastácio,"Rua Barão do Rio Branco, s/n",19360000,Santo Anastácio,(18) 3263-1236,,,,,Escritório de Defesa Agropecuária de Presidente Venceslau,Eng. Agr. Adalberto Lanziani,//www.defesa.agricultura.sp.gov.br/enderecos/santo-anastacio/
3547809,Santo André,Escritório de Defesa Agropecuária de São Paulo,"Praça Ramos de Azevedo, 254 - 6º andar",01037912,São Paulo,(11) 5067-0175,5067-0230,,,eda.sp@sp.gov.br,Escritório de Defesa Agropecuária de São Paulo,Eng. Agr. Claudio Tetsuo Utida,//www.defesa.agricultura.sp.gov.br/enderecos/santo-andre/
3547908,Santo Antônio da Alegria,Unidade de Defesa Agropecuária de Santo Antônio da Alegria,"Avenida Francisco Antônio Mafra, 1437",14390000,Santo Antônio da Alegria,(16) 3668-1446,,(16) 3668-1446,,uda.stoantonioalegria@cda.sp.gov.br,Escritório de Defesa Agropecuária de Franca,Med. Vet. Matheus Braga Martins,//www.defesa.agricultura.sp.gov.br/enderecos/santo-antonio-da-alegria/
3548005,Santo Antônio de Posse,Inspetoria de Defesa Agropecuária de Jaguariúna,"Rua José Alves Guedes, 575",13820000,Jaguariúna,(19) 3847-1047,,,,eda.mirim@cda.sp.gov.br,Escritório de Defesa Agropecuária de Mogi Mirim,Eng. Agr. Rogério Marçal Rocha Oliveira,//www.defesa.agricultura.sp.gov.br/enderecos/santo-antonio-de-posse/
3548054,Santo Antônio do Aracanguá,Unidade de Defesa Agropecuária de Santo Antônio do Aracanguá,"Rua Joaquim Pinto de Resende, 55",16130000,Santo Antônio do Aracanguá,(18) 3639-1247,,,,ca.santoantoniodoaracangua@cati.sp.gov.br,Escritório de Defesa Agropecuária de General Salgado,Eng. Agr. Marco Antonio Basseto,//www.defesa.agricultura.sp.gov.br/enderecos/santo-antonio-do-aracangua/
3548104,Santo Antônio do Jardim,Escritório de Defesa Agropecuária de São João da Boa Vista,"Rua Teófilo Ribeiro de Andrade, 1060",13870210,São João da Boa Vista,(19) 3623-3612,3623-3823,(19) 3623-3612,3623-3823,eda.sjbv@sp.gov.br,Escritório de Defesa Agropecuária de São João da Boa Vista,Eng. Agr. Rogério Marçal Rocha Oliveira,//www.defesa.agricultura.sp.gov.br/enderecos/santo-antonio-do-jardim/
3548203,Santo Antônio do Pinhal,Inspetoria de Defesa Agropecuária de São Bento do Sapucaí,"Avenida Conselheiro Rodrigues Alves, 273",12490000,São Bento do Sapucaí,(12) 3971-1316,,(12) 3971-1316,,eda.pinda@cda.sp.gov.br,Escritório de Defesa Agropecuária de Pindamonhangaba,Eng. Agr. Carlos Roberto Cainelli de Oliveira,//www.defesa.agricultura.sp.gov.br/enderecos/santo-antonio-do-pinhal/
3548302,Santo Expedito,Unidade de Defesa Agropecuária de Santo Expedito,"Avenida Barão do Rio Branco, 197",19190000,Santo Expedito,(18) 3267-1300,,,,,Escritório de Defesa Agropecuária de Presidente Prudente,Eng. Agr. Adalberto Lanziani,//www.defesa.agricultura.sp.gov.br/enderecos/santo-expedito/
3548401,Santópolis do Aguapeí,Unidade de Defesa Agropecuária de Santópolis do Aguapeí,"Rua Kyoshigue Noguti, 1281",16240000,Santópolis do Aguapeí,(18) 3684-1254,,,,,Escritório de Defesa Agropecuária de Araçatuba,Eng. Agr. Marco Antonio Basseto,//www.defesa.agricultura.sp.gov.br/enderecos/santopolis-do-aguapei/
3548500,Santos,Inspetoria de Defesa Agropecuária de Santos,"Avenida Bartolomeu de Gusmão, 192",11030500,Santos,(13) 3261-5826,,(13) 3261-5826,,eda.sp@cda.sp.gov.br,Escritório de Defesa Agropecuária de São Paulo,Eng. Agr. Claudio Tetsuo Utida,//www.defesa.agricultura.sp.gov.br/enderecos/santos/
3548609,São Bento do Sapucaí,Inspetoria de Defesa Agropecuária de São Bento do Sapucaí,"Avenida Conselheiro Rodrigues Alves, 273",12490000,São Bento do Sapucaí,(12) 3971-1316,,(12) 3971-1316,,eda.pinda@cda.sp.gov.br,Escritório de Defesa Agropecuária de Pindamonhangaba,Eng. Agr. Carlos Roberto Cainelli de Oliveira,//www.defesa.agricultura.sp.gov.br/enderecos/sao-bento-do-sapucai/
3548708,São Bernardo do Campo,Escritório de Defesa Agropecuária de São Paulo,"Praça Ramos de Azevedo, 254 - 6º andar",01037912,São Paulo,(11) 5067-0175,5067-0230,,,eda.sp@sp.gov.br,Escritório de Defesa Agropecuária de São Paulo,Eng. Agr. Claudio Tetsuo Utida,//www.defesa.agricultura.sp.gov.br/enderecos/sao-bernardo-do-campo/
3548807,São Caetano do Sul,Escritório de Defesa Agropecuária de São Paulo,"Praça Ramos de Azevedo, 254 - 6º andar",01037912,São Paulo,(11) 5067-0175,5067-0230,,,eda.sp@sp.gov.br,Escritório de Defesa Agropecuária de São Paulo,Eng. Agr. Claudio Tetsuo Utida,//www.defesa.agricultura.sp.gov.br/enderecos/sao-caetano-do-sul/
3548906,São Carlos,Inspetoria de Defesa Agropecuária de São Carlos,"Rua Bernardino Fernandes Nunes, 555",13566490,São Carlos,(16) 3361-1295,,(16) 3361-1295,,,Escritório de Defesa Agropecuária de Araraquara,Med. Vet. Artur Luiz de Almeida Felicio,//www.defesa.agricultura.sp.gov.br/enderecos/sao-carlos/
3549003,São Francisco,Escritório de Defesa Agropecuária de Jales,"Rua Um, 2311",15704108,Jales,(17) 3632-7227,,(17) 3632-7151,,eda.jales@sp.gov.br,Escritório de Defesa Agropecuária de Jales,Eng. Agr. Jamil Atihe Junior,//www.defesa.agricultura.sp.gov.br/enderecos/sao-francisco/
3549102,São João da Boa Vista,Escritório de Defesa Agropecuária de São João da Boa Vista,"Rua Teófilo Ribeiro de Andrade, 1060",13870210,São João da Boa Vista,(19) 3623-3612,3623-3823,(19) 3623-3612,3623-3823,eda.sjbv@sp.gov.br,Escritório de Defesa Agropecuária de São João da Boa Vista,Eng. Agr. Rogério Marçal Rocha Oliveira,//www.defesa.agricultura.sp.gov.br/enderecos/sao-joao-da-boa-vista/
3549201,São João das Duas Pontes,Inspetoria de Defesa Agropecuária de Estrela d'Oeste,"Avenida São Paulo, 440",15650000,Estrela d'Oeste,(17) 3833-1303,,,,,Escritório de Defesa Agropecuária de Fernandópolis,Eng. Agr. Marcos Rogerio Guimaraes,//www.defesa.agricultura.sp.gov.br/enderecos/sao-joao-das-duas-pontes/
3549250,São João de Iracema,Inspetoria de Defesa Agropecuária de Auriflama,"Rua Bento João de Carvalho, 5422",15350000,Auriflama,(17) 3482-1374,,,,,Escritório de Defesa Agropecuária de General Salgado,Eng. Agr. Marco Antonio Basseto,//www.defesa.agricultura.sp.gov.br/enderecos/sao-joao-de-iracema/
3549300,São João do Pau d'Alho,Inspetoria de Defesa Agropecuária de Tupi Paulista,"Avenida Brasil, 237",17930000,Tupi Paulista,(18) 3851-4018,,,,ida.tupi@cda.sp.gov.br,Escritório de Defesa Agropecuária de Dracena,Eng. Agr. Leonardo da Cruz Oliveira Junior,//www.defesa.agricultura.sp.gov.br/enderecos/sao-joao-do-pau-dalho/
3549409,São Joaquim da Barra,Inspetoria de Defesa Agropecuária de São Joaquim da Barra,"Rua Guanabara, 79",14600000,São Joaquim da Barra,(16) 3728 2934,,,,,Escritório de Defesa Agropecuária de Orlândia,Med. Vet. Matheus Braga Martins,//www.defesa.agricultura.sp.gov.br/enderecos/sao-joaquim-da-barra/
3549508,São José da Bela Vista,Escritório de Defesa Agropecuária de Franca,"Rua Capitão Zeca de Paula, 883",14400160,Franca,(16) 3724-1188,,(16) 3724-1188,,eda.franca@sp.gov.br,Escritório de Defesa Agropecuária de Franca,Med. Vet. Matheus Braga Martins,//www.defesa.agricultura.sp.gov.br/enderecos/sao-jose-da-bela-vista/
3549607,São José do Barreiro,Inspetoria de Defesa Agropecuária de Bananal,"Rua Pedro José Nader, 133",12850000,Bananal,(12) 3116-1361,,,,eda.guara@sp.gov.br,Escritório de Defesa Agropecuária de Guaratinguetá,Med. Vet. Ana Paula Cunha Belchior,//www.defesa.agricultura.sp.gov.br/enderecos/sao-jose-do-barreiro/
3549706,São José do Rio Pardo,Inspetoria de Defesa Agropecuária de São José do Rio Pardo,"Avenida 9 de Julho, 60",13720000,São José do Rio Pardo,(19) 3608-5255,,(19) 3608-5255,,ida.sjrp@cda.sp.gov.br,Escritório de Defesa Agropecuária de São João da Boa Vista,Eng. Agr. Rogério Marçal Rocha Oliveira,//www.defesa.agricultura.sp.gov.br/enderecos/sao-jose-do-rio-pardo/
3549805,São José do Rio Preto,Escritório de Defesa Agropecuária de São José do Rio Preto,"Rua Pascua Vale, 266",15060050,São José do Rio Preto,(17) 3225-1764,,(17) 3224-8565,,eda.sjrp@sp.gov.br,Escritório de Defesa Agropecuária de São José do Rio Preto,Eng. Agr. Alexandre Paloschi,//www.defesa.agricultura.sp.gov.br/enderecos/sao-jose-do-rio-preto/
3549904,São José dos Campos,Inspetoria de Defesa Agropecuária de São José dos Campos,"Rua Alvaro Gonçalves Junior, 21",12235670,São José dos Campos,(12) 3921-3911,,,,,Escritório de Defesa Agropecuária de Pindamonhangaba,Eng. Agr. Carlos Roberto Cainelli de Oliveira,//www.defesa.agricultura.sp.gov.br/enderecos/sao-jose-dos-campos/
3549953,São Lourenço da Serra,Escritório de Defesa Agropecuária de São Paulo,"Praça Ramos de Azevedo, 254 - 6º andar",01037912,São Paulo,(11) 5067-0175,5067-0230,,,eda.sp@sp.gov.br,Escritório de Defesa Agropecuária de São Paulo,Eng. Agr. Claudio Tetsuo Utida,//www.defesa.agricultura.sp.gov.br/enderecos/sao-lourenco-da-serra/
3550001,São Luís do Paraitinga,Unidade de Defesa Agropecuária de São Luís do Paraitinga,"Rua Coronel Domingues de Castro, s/n",12140000,São Luís do Paraitinga,(12) 2711-2440,,,,,Escritório de Defesa Agropecuária de Pindamonhangaba,Eng. Agr. Carlos Roberto Cainelli de Oliveira,//www.defesa.agricultura.sp.gov.br/enderecos/sao-luis-do-paraitinga/
3550100,São Manuel,Inspetoria de Defesa Agropecuária de São Manuel,"Rua Praça Zoilo Simões, 660",18650000,São Manuel,(14) 3841-1493,3841-2202,(14) 3841-1493,,ida.saomanuel@cda.sp.gov.br,Escritório de Defesa Agropecuária de Botucatu,Med. Vet. Francisco Pereira Neto,//www.defesa.agricultura.sp.gov.br/enderecos/sao-manuel/
3550209,São Miguel Arcanjo,Unidade de Defesa Agropecuária de São Miguel Arcanjo,"Avenida Nestor Fogaça, 743",18230000,São Miguel Arcanjo,(15) 3279-1007,,,,,Escritório de Defesa Agropecuária de Itapetininga,Eng. Agr. Fabricio Sales Massafera Tristão,//www.defesa.agricultura.sp.gov.br/enderecos/sao-miguel-arcanjo/
3550308,São Paulo,Escritório de Defesa Agropecuária de São Paulo,"Praça Ramos de Azevedo, 254 - 6º andar",01037912,São Paulo,(11) 5067-0175,5067-0230,,,eda.sp@sp.gov.br,Escritório de Defesa Agropecuária de São Paulo,Eng. Agr. Claudio Tetsuo Utida,//www.defesa.agricultura.sp.gov.br/enderecos/sao-paulo/
3550407,São Pedro,Inspetoria de Defesa Agropecuária de São Pedro,"Rua Malaquias Guerra, 900",13520000,São Pedro,(19) 3481-1151,,,,,Escritório de Defesa Agropecuária de Piracicaba,Eng. Agr. Rui Marcos Lopes Correa,//www.defesa.agricultura.sp.gov.br/enderecos/sao-pedro/
3550506,São Pedro do Turvo,Unidade de Defesa Agropecuária de São Pedro do Turvo,"Rua Garcia Braga, 64",18940000,São Pedro do Turvo,(14) 3377-1114,,,,,Escritório de Defesa Agropecuária de Ourinhos,Med. Vet. José de Barros Vieira,//www.defesa.agricultura.sp.gov.br/enderecos/sao-pedro-do-turvo/
3550605,São Roque,Unidade de Defesa Agropecuária de São Roque,"Rua São Paulo, 966",18140000,São Roque,(11) 4712-2799,,(11) 4712-2799,,,Escritório de Defesa Agropecuária de Sorocaba,Eng. Agr. Fabricio Sales Massafera Tristão,//www.defesa.agricultura.sp.gov.br/enderecos/sao-roque/
3550704,São Sebastião,Escritório de Defesa Agropecuária de Pindamonhangaba,"Rua Doutor Benedito Cursino dos Santos, 155",12030190,Taubaté,(12) 3633-3455,3621-8948,(12) 3633-3455,3621-8948,eda.pinda@sp.gov.br,Escritório de Defesa Agropecuária de Pindamonhangaba,Eng. Agr. Carlos Roberto Cainelli de Oliveira,//www.defesa.agricultura.sp.gov.br/enderecos/sao-sebastiao/
3550803,São Sebastião da Grama,Inspetoria de Defesa Agropecuária de São José do Rio Pardo,"Avenida 9 de Julho, 60",13720000,São José do Rio Pardo,(19) 3608-5255,,(19) 3608-5255,,ida.sjrp@cda.sp.gov.br,Escritório de Defesa Agropecuária de São João da Boa Vista,Eng. Agr. Rogério Marçal Rocha Oliveira,//www.defesa.agricultura.sp.gov.br/enderecos/sao-sebastiao-da-grama/
3550902,São Simão,Inspetoria de Defesa Agropecuária de São Simão,"Rua Manoel Dias do Prado, 2022",14200000,São Simão,(16) 3984-1156,,,,,Escritório de Defesa Agropecuária de Ribeirão Preto,Med. Vet. Paulo Antonio Fadil,//www.defesa.agricultura.sp.gov.br/enderecos/sao-simao/
3551009,São Vicente,Inspetoria de Defesa Agropecuária de Santos,"Avenida Bartolomeu de Gusmão, 192",11030500,Santos,(13) 3261-5826,,(13) 3261-5826,,eda.sp@cda.sp.gov.br,Escritório de Defesa Agropecuária de São Paulo,Eng. Agr. Claudio Tetsuo Utida,//www.defesa.agricultura.sp.gov.br/enderecos/sao-vicente/
3551108,Sarapuí,Unidade de Defesa Agropecuária de Sarapuí,"Rua Coronel Ernesto Piedade, 171",18220000,Sarapuí,(15) 3276-1366,,,,,Escritório de Defesa Agropecuária de Itapetininga,Eng. Agr. Fabricio Sales Massafera Tristão,//www.defesa.agricultura.sp.gov.br/enderecos/sarapui/
3551207,Sarutaiá,Inspetoria de Defesa Agropecuária de Piraju,"Rua Washington O. Oliveira, 270",18800000,Piraju,(14) 3351-8008,,(14) 3351-8008,,,Escritório de Defesa Agropecuária de Ourinhos,Med. Vet. José de Barros Vieira,//www.defesa.agricultura.sp.gov.br/enderecos/sarutaia/
